noise,function,epoch,total_strength,non_gt_strength,total_detected_pairs,non_gt_detected_pairs,pct_non_gt_strength
0.0,1,180,573.8715400695801,422.03912258148193,45,34,0.7354243817881443
0.0,1,185,573.9969730377197,422.2106399536133,45,34,0.7355624851454875
0.0,1,190,573.758526802063,422.1079740524292,45,34,0.7356892391736927
0.0,1,195,574.8185758590698,422.8956604003906,45,34,0.7357028428811121
0.0,1,200,574.7923460006714,422.8797016143799,45,34,0.7357086512315618
0.0,1,205,575.3803644180298,423.3021984100342,45,34,0.7356910742656012
0.0,1,210,574.9497528076172,423.0330810546875,45,34,0.7357740028392308
0.0,1,215,574.5254716873169,422.6583766937256,45,34,0.7356651663370548
0.0,1,220,574.7767677307129,422.84982681274414,45,34,0.7356766149094801
0.0,1,225,575.3712310791016,423.34498405456543,45,34,0.7357771142999041
0.0,1,230,574.0503597259521,422.26638889312744,45,34,0.7355911928958879
0.0,1,235,574.6585550308228,422.7542791366577,45,34,0.7356616819425612
0.0,1,240,573.8823337554932,422.1271057128906,45,34,0.7355638619340045
0.0,1,245,574.4527463912964,422.6903266906738,45,34,0.7358139191535029
0.0,1,250,570.8094825744629,419.9444971084595,45,34,0.735699931287803
0.0,2,5,326.23143672943115,259.06554651260376,45,36,0.7941158249793872
0.0,2,10,418.76124477386475,325.24516677856445,45,36,0.7766840194445388
0.0,2,15,450.80788469314575,345.4228992462158,45,36,0.766230829084403
0.0,2,20,475.6412944793701,360.1459493637085,45,36,0.7571797351151315
0.0,2,25,493.7835326194763,374.4155983924866,45,36,0.7582585761948063
0.0,2,30,502.97854137420654,382.3279962539673,45,36,0.7601278480179171
0.0,2,35,517.0065717697144,393.703218460083,45,36,0.7615052495608237
0.0,2,40,526.9840021133423,402.09259033203125,45,36,0.7630072046201309
0.0,2,45,536.8927307128906,410.21810245513916,45,36,0.7640597068812002
0.0,2,50,545.7623414993286,417.46708488464355,45,36,0.7649246808377604
0.0,2,55,549.8545074462891,420.9559450149536,45,36,0.7655769650230114
0.0,2,60,557.6986293792725,426.8662004470825,45,36,0.7654065797547157
0.0,2,65,560.7046098709106,429.3587894439697,45,36,0.7657486346381546
0.0,2,70,568.0342283248901,435.00768661499023,45,36,0.7658124544674173
0.0,2,75,572.1220798492432,438.37353134155273,45,36,0.7662237602454801
0.0,2,80,575.0087413787842,440.76680278778076,45,36,0.766539308134495
0.0,2,85,578.7619409561157,443.86918449401855,45,36,0.7669287717169949
0.0,2,90,581.161922454834,445.71491050720215,45,36,0.7669375664264049
0.0,2,95,582.8589763641357,446.9798183441162,45,36,0.7668747269405849
0.0,2,100,584.2777051925659,448.0915584564209,45,36,0.7669153802620936
0.0,2,105,587.034782409668,450.45867443084717,45,36,0.7673457994802246
0.0,2,110,587.8910684585571,451.16124153137207,45,36,0.7674231940864662
0.0,2,115,587.2451915740967,450.4729585647583,45,36,0.7670951844786937
0.0,2,120,584.8168640136719,448.4842233657837,45,36,0.7668797720499698
0.0,2,125,583.8216667175293,447.6402072906494,45,36,0.7667413403950124
0.0,2,130,581.0282554626465,445.4066801071167,45,36,0.7665835110763396
0.0,2,135,576.4345846176147,441.46637535095215,45,36,0.7658568502509331
0.0,2,140,570.9195604324341,436.8751230239868,45,36,0.7652130935802617
0.0,2,145,572.7617807388306,438.394193649292,45,36,0.7654040621980526
0.0,2,150,576.5507640838623,441.3519821166992,45,36,0.7655041144867887
0.0,2,155,569.7482872009277,435.59320640563965,45,36,0.7645362279992645
0.0,2,160,569.6403980255127,435.52584743499756,45,36,0.7645627819666868
0.0,2,165,570.9302349090576,436.6328315734863,45,36,0.7647744065315369
0.0,2,170,572.4330606460571,437.6469774246216,45,36,0.7645382622217616
0.0,2,175,572.6764297485352,437.9291477203369,45,36,0.7647060800330701
0.0,2,180,573.1102561950684,438.2932825088501,45,36,0.7647625876017622
0.0,2,185,572.9077234268188,438.0081024169922,45,36,0.7645351677178794
0.0,2,190,574.2293529510498,438.9346513748169,45,36,0.7643890879472912
0.0,2,195,572.0277919769287,437.30367374420166,45,36,0.7644797680771399
0.0,2,200,571.4411640167236,436.7778425216675,45,36,0.7643443805334333
0.0,2,205,571.4567127227783,436.6585235595703,45,36,0.764114785666012
0.0,2,210,573.0107364654541,438.06151485443115,45,36,0.7644909370399562
0.0,2,215,570.1835165023804,435.92222023010254,45,36,0.7645296779256892
0.0,2,220,571.9396772384644,436.98197841644287,45,36,0.7640350823820306
0.0,2,225,571.0508413314819,436.50361728668213,45,36,0.7643866109520377
0.0,2,230,570.6924228668213,436.0595302581787,45,36,0.7640885226190189
0.0,2,235,569.1345386505127,434.6863079071045,45,36,0.7637672261778347
0.0,2,240,564.1891927719116,431.03350257873535,45,36,0.7639875206772904
0.0,2,245,557.7354354858398,426.07673168182373,45,36,0.7639405793011343
0.0,2,250,558.2988414764404,426.2541513442993,45,36,0.7634874366155854
0.0,3,5,282.2611675262451,217.41600847244263,45,35,0.7702653906589051
0.0,3,10,384.9650287628174,286.81843757629395,45,35,0.7450506309574583
0.0,3,15,412.64317750930786,303.99224758148193,45,35,0.7366951985402064
0.0,3,20,448.064799785614,325.87258195877075,45,35,0.7272889593529565
0.0,3,25,468.75415420532227,339.3194189071655,45,35,0.7238750118010413
0.0,3,30,483.44248628616333,351.1208577156067,45,35,0.7262929255823981
0.0,3,35,493.56641578674316,359.32146644592285,45,35,0.7280103648729116
0.0,3,40,502.7800717353821,366.7778630256653,45,35,0.7294996035934838
0.0,3,45,511.124550819397,373.8894109725952,45,35,0.7315035256537818
0.0,3,50,517.0451011657715,378.7761878967285,45,35,0.7325786223343157
0.0,3,55,525.5238018035889,385.4256258010864,45,35,0.7334123106856653
0.0,3,60,528.374547958374,387.927264213562,45,35,0.7341899145454724
0.0,3,65,534.3773126602173,392.719349861145,45,35,0.7349102227153383
0.0,3,70,539.6754331588745,396.96832180023193,45,35,0.7355686351640321
0.0,3,75,544.415244102478,400.981894493103,45,35,0.7365368601207343
0.0,3,80,548.9558525085449,404.71167182922363,45,35,0.7372390147219047
0.0,3,85,553.1026611328125,408.0935277938843,45,35,0.7378260067634912
0.0,3,90,555.73606300354,410.221230506897,45,35,0.7381583773595832
0.0,3,95,558.0028486251831,412.33662700653076,45,35,0.7389507562953344
0.0,3,100,561.1564645767212,415.0825996398926,45,35,0.7396913799308853
0.0,3,105,565.6773624420166,418.50388622283936,45,35,0.7398278842486583
0.0,3,110,568.2512807846069,420.90283393859863,45,35,0.7406984342515528
0.0,3,115,570.2258338928223,422.4921770095825,45,35,0.7409207929519938
0.0,3,120,571.1874084472656,423.2984275817871,45,35,0.7410850122422946
0.0,3,125,572.4119272232056,424.5363082885742,45,35,0.7416622332592142
0.0,3,130,573.2518291473389,425.2062520980835,45,35,0.7417442570231991
0.0,3,135,573.7429304122925,425.6640291213989,45,35,0.7419072315462177
0.0,3,140,575.2076282501221,426.8879051208496,45,35,0.7421457646858984
0.0,3,145,576.3003520965576,427.853328704834,45,35,0.7424137902194922
0.0,3,150,577.3675508499146,428.62603187561035,45,35,0.7423798432119196
0.0,3,155,576.5280256271362,427.98100185394287,45,35,0.7423420594140112
0.0,3,160,577.3545255661011,428.39520931243896,45,35,0.7419967980547013
0.0,3,165,577.2347793579102,428.5544319152832,45,35,0.7424265606309914
0.0,3,170,576.0785675048828,427.46579360961914,45,35,0.7420269000130701
0.0,3,175,576.314151763916,427.5725317001343,45,35,0.7419087842827887
0.0,3,180,576.4399547576904,427.7386016845703,45,35,0.7420349650543772
0.0,3,185,574.1454210281372,426.0782890319824,45,35,0.7421086599784984
0.0,3,190,566.3956441879272,419.7933874130249,45,35,0.7411663414447778
0.0,3,195,563.6952428817749,416.9262218475342,45,35,0.7396305487981142
0.0,3,200,563.4889307022095,416.8304634094238,45,35,0.7397314138717449
0.0,3,205,556.8006830215454,411.5143404006958,45,35,0.7390693886501061
0.0,3,210,552.6381425857544,407.70005798339844,45,35,0.7377341999518857
0.0,3,215,545.307713508606,402.3265104293823,45,35,0.7377972114876973
0.0,3,220,547.2943534851074,403.51316261291504,45,35,0.7372872751991482
0.0,3,225,546.3095607757568,402.2801218032837,45,35,0.7363592927644305
0.0,3,230,543.2453861236572,400.31872272491455,45,35,0.7369022046950078
0.0,3,235,544.4974393844604,401.0484685897827,45,35,0.7365479423432301
0.0,3,240,549.1874685287476,404.5535659790039,45,35,0.736640198769988
0.0,3,245,547.0638580322266,403.18900966644287,45,35,0.7370053856540656
0.0,3,250,550.2105684280396,405.8237237930298,45,35,0.7375789326484112
0.0,4,5,251.24792528152466,206.29332447052002,45,37,0.8210747381868583
0.0,4,10,302.8969168663025,247.87199068069458,45,37,0.818337780539719
0.0,4,15,319.2876615524292,259.42902851104736,45,37,0.8125244403421663
0.0,4,20,320.6197118759155,260.0995545387268,45,37,0.8112400607464468
0.0,4,25,325.66622400283813,263.45555210113525,45,37,0.8089741357360979
0.0,4,30,332.2772378921509,267.82398748397827,45,37,0.8060256825985372
0.0,4,35,339.3341612815857,272.5401153564453,45,37,0.8031614451286728
0.0,4,40,345.72791957855225,276.50523948669434,45,37,0.7997770033260772
0.0,4,45,351.59417390823364,280.22090005874634,45,37,0.7970009768474815
0.0,4,50,355.4133324623108,282.55156564712524,45,37,0.794994278041292
0.0,4,55,357.70178985595703,283.79550409317017,45,37,0.7933857535559187
0.0,4,60,360.52818632125854,285.7873864173889,45,37,0.792690827681166
0.0,4,65,363.70112895965576,288.25874280929565,45,37,0.7925703822637034
0.0,4,70,366.0270962715149,290.1462244987488,45,37,0.7926905615848743
0.0,4,75,368.3911271095276,292.0180983543396,45,37,0.7926849396335159
0.0,4,80,370.76880502700806,293.94858026504517,45,37,0.7928082845147454
0.0,4,85,373.12771701812744,295.8882489204407,45,37,0.7929945576947448
0.0,4,90,374.66715240478516,297.1541132926941,45,37,0.7931149325085539
0.0,4,95,376.16905307769775,298.40928077697754,45,37,0.7932850359046953
0.0,4,100,377.80155849456787,299.6805739402771,45,37,0.7932221749810097
0.0,4,105,379.7542495727539,301.2537384033203,45,37,0.7932860231116514
0.0,4,110,381.5861482620239,302.7680130004883,45,37,0.7934460262236396
0.0,4,115,382.62609243392944,303.5709648132324,45,37,0.7933880381292899
0.0,4,120,384.06648111343384,304.7350182533264,45,37,0.7934434095104547
0.0,4,125,385.1664147377014,305.6415343284607,45,37,0.7935311144316722
0.0,4,130,386.74270153045654,306.93918085098267,45,37,0.7936521610784941
0.0,4,135,387.60094261169434,307.6396656036377,45,37,0.7937020574065938
0.0,4,140,388.37494945526123,308.2999267578125,45,37,0.7938203202607078
0.0,4,145,389.20969104766846,308.99813747406006,45,37,0.7939117256877725
0.0,4,150,389.942177772522,309.6202964782715,45,37,0.7940159185829132
0.0,4,155,390.7806181907654,310.3004536628723,45,37,0.7940528245732845
0.0,4,160,391.53440284729004,310.9179410934448,45,37,0.7941012049832852
0.0,4,165,392.03635263442993,311.3301959037781,45,37,0.794136038180341
0.0,4,170,392.5345878601074,311.76860332489014,45,37,0.7942449225289627
0.0,4,175,393.24946451187134,312.35352182388306,45,37,0.7942884860926568
0.0,4,180,393.5258173942566,312.56660318374634,45,37,0.7942721655555282
0.0,4,185,393.92713594436646,312.91380071640015,45,37,0.7943443651482581
0.0,4,190,394.35888481140137,313.26857566833496,45,37,0.7943743319442443
0.0,4,195,394.6746826171875,313.5329780578613,45,37,0.7944086405004348
0.0,4,200,395.0969672203064,313.8807339668274,45,37,0.794439745197554
0.0,4,205,395.3894238471985,314.1261944770813,45,37,0.7944729310677696
0.0,4,210,395.73606872558594,314.41314125061035,45,37,0.7945021091030045
0.0,4,215,395.9369435310364,314.58227586746216,45,37,0.7945262017278822
0.0,4,220,396.1155753135681,314.711865901947,45,37,0.7944950552697099
0.0,4,225,396.36201667785645,314.9258031845093,45,37,0.7945408236240373
0.0,4,230,396.5558362007141,315.0852589607239,45,37,0.7945545877712029
0.0,4,235,396.6977095603943,315.20844888687134,45,37,0.7945809650279374
0.0,4,240,396.97792291641235,315.4359631538391,45,37,0.7945932127320251
0.0,4,245,397.0262842178345,315.47407627105713,45,37,0.7945924207324437
0.0,4,250,397.2685966491699,315.67343044281006,45,37,0.7946095742412336
0.0,5,5,1128.2983360290527,919.1633758544922,45,37,0.8146456894454055
0.0,5,10,1187.135549545288,963.4726142883301,45,37,0.8115944423173672
0.0,5,15,1211.5100803375244,982.568769454956,45,37,0.8110281419872408
0.0,5,20,1270.209035873413,1031.1142921447754,45,37,0.8117674044380943
0.0,5,25,1327.718225479126,1078.8848094940186,45,37,0.8125856742718787
0.0,5,30,1366.8810997009277,1111.7319469451904,45,37,0.8133347861700887
0.0,5,35,1413.7231712341309,1150.3474407196045,45,37,0.813700633990027
0.0,5,40,1442.681972503662,1174.6847553253174,45,37,0.8142368018134606
0.0,5,45,1473.3899536132812,1200.2275428771973,45,37,0.814602773647131
0.0,5,50,1498.9747638702393,1221.4681339263916,45,37,0.8148690447413889
0.0,5,55,1518.9674129486084,1238.1780796051025,45,37,0.815144596947975
0.0,5,60,1536.8710918426514,1252.9225463867188,45,37,0.815242444884893
0.0,5,65,1550.1935195922852,1264.120346069336,45,37,0.8154597023485237
0.0,5,70,1558.7568759918213,1271.2296733856201,45,37,0.815540699749439
0.0,5,75,1564.8236598968506,1276.2841148376465,45,37,0.8156089069625745
0.0,5,80,1570.5185508728027,1281.0713424682617,45,37,0.8156995928232215
0.0,5,85,1573.3369617462158,1283.5005283355713,45,37,0.8157823527587114
0.0,5,90,1576.525583267212,1286.1701335906982,45,37,0.8158257292122224
0.0,5,95,1579.0304279327393,1288.2456188201904,45,37,0.815845974866207
0.0,5,100,1580.0738506317139,1289.0666522979736,45,37,0.8158268373232073
0.0,5,105,1579.433053970337,1288.4813842773438,45,37,0.8157872731853957
0.0,5,110,1579.3676490783691,1288.5746631622314,45,37,0.8158801175357562
0.0,5,115,1577.0293426513672,1286.7215900421143,45,37,0.8159148059216348
0.0,5,120,1573.7259254455566,1284.0259971618652,45,37,0.8159146242687261
0.0,5,125,1558.6814136505127,1271.5400733947754,45,37,0.8157793262041676
0.0,5,130,1495.7893886566162,1217.5767517089844,45,37,0.8140028007569313
0.0,5,135,1490.3954105377197,1211.3037300109863,45,37,0.8127398416866832
0.0,5,140,1502.81911277771,1220.8491764068604,45,37,0.812372670820192
0.0,5,145,1532.8419380187988,1245.1031589508057,45,37,0.8122841162345175
0.0,5,150,1531.6170024871826,1243.9758911132812,45,37,0.8121977551131885
0.0,5,155,1534.6851711273193,1246.4627590179443,45,37,0.8121944373140331
0.0,5,160,1537.3994750976562,1247.7065181732178,45,37,0.8115694966618628
0.0,5,165,1519.8269023895264,1233.8402709960938,45,37,0.8118294715379791
0.0,5,170,1525.8262271881104,1238.6938877105713,45,37,0.8118184532673255
0.0,5,175,1532.0820579528809,1243.5660438537598,45,37,0.8116837067561331
0.0,5,180,1523.8697471618652,1236.5647373199463,45,37,0.8114635385491368
0.0,5,185,1529.1661758422852,1240.940097808838,45,37,0.8115142208957838
0.0,5,190,1535.782485961914,1245.982744216919,45,37,0.8113015714178534
0.0,5,195,1532.5775146484375,1243.5832271575928,45,37,0.8114325150091095
0.0,5,200,1528.7076606750488,1240.3916091918945,45,37,0.811398831248193
0.0,5,205,1529.0789394378662,1240.7896671295166,45,37,0.8114621391526498
0.0,5,210,1529.0818843841553,1240.692533493042,45,37,0.8113970521550818
0.0,5,215,1530.3701877593994,1241.6943168640137,45,37,0.8113686000914366
0.0,5,220,1526.3330726623535,1238.5654258728027,45,37,0.8114647111147215
0.0,5,225,1525.8032474517822,1237.8456115722656,45,37,0.811274726043197
0.0,5,230,1524.6172275543213,1236.944637298584,45,37,0.8113148762478558
0.0,5,235,1523.9058952331543,1236.4107971191406,45,37,0.8113432732209306
0.0,5,240,1523.3245944976807,1235.8877696990967,45,37,0.8113095358423149
0.0,5,245,1523.5050582885742,1236.0823707580566,45,37,0.8113411662358417
0.0,5,250,1524.0316257476807,1236.4695587158203,45,37,0.8113148951939991
0.0,6,5,455.02938747406006,312.4128017425537,45,31,0.6865771977427783
0.0,6,10,508.4942989349365,348.2609453201294,45,31,0.6848866271452333
0.0,6,15,538.9787588119507,368.8404722213745,45,31,0.6843321117781972
0.0,6,20,546.2022829055786,372.9284267425537,45,31,0.6827661443645425
0.0,6,25,560.2310161590576,381.7097978591919,45,31,0.6813435651531623
0.0,6,30,566.6870994567871,385.88728046417236,45,31,0.6809530000490114
0.0,6,35,575.1833391189575,391.37929344177246,45,31,0.6804426811827872
0.0,6,40,584.3873767852783,397.44795989990234,45,31,0.6801104467489826
0.0,6,45,592.9871368408203,403.2118625640869,45,31,0.6799673003232838
0.0,6,50,598.2884006500244,406.71716499328613,45,31,0.6798011871054128
0.0,6,55,604.5600872039795,410.85517024993896,45,31,0.6795936068986889
0.0,6,60,607.8451175689697,412.9772300720215,45,31,0.6794119392184834
0.0,6,65,613.1679496765137,416.43793201446533,45,31,0.6791580222582785
0.0,6,70,616.9520454406738,419.02146339416504,45,31,0.6791799565148819
0.0,6,75,619.4896450042725,420.6774435043335,45,31,0.6790709851194228
0.0,6,80,622.2145586013794,422.5588140487671,45,31,0.6791207441346256
0.0,6,85,624.1917495727539,423.8203058242798,45,31,0.6789905603756781
0.0,6,90,626.1070528030396,425.073278427124,45,31,0.678914694418628
0.0,6,95,627.0584478378296,425.6136875152588,45,31,0.6787464374059923
0.0,6,100,628.6049289703369,426.68958282470703,45,31,0.6787881595577518
0.0,6,105,629.7184543609619,427.4294843673706,45,31,0.6787628366412181
0.0,6,110,630.4565544128418,427.9445447921753,45,31,0.6787851467270871
0.0,6,115,631.0096139907837,428.3133182525635,45,31,0.6787746315681628
0.0,6,120,631.6832218170166,428.7619171142578,45,31,0.6787609711730781
0.0,6,125,631.8511343002319,428.8752841949463,45,31,0.6787600131001112
0.0,6,130,632.4498357772827,429.2769184112549,45,31,0.6787525177924532
0.0,6,135,632.7649927139282,429.4872236251831,45,31,0.6787468152798913
0.0,6,140,632.8724756240845,429.5574960708618,45,31,0.6787425786644748
0.0,6,145,633.3061714172363,429.87371730804443,45,31,0.6787770855699324
0.0,6,150,633.2751026153564,429.83690547943115,45,31,0.6787522574379624
0.0,6,155,633.2598562240601,429.8276205062866,45,31,0.6787539369212823
0.0,6,160,633.7821521759033,430.1804189682007,45,31,0.6787512357224055
0.0,6,165,633.7798147201538,430.16107654571533,45,31,0.6787232198861568
0.0,6,170,633.5659227371216,430.0136966705322,45,31,0.6787197373444472
0.0,6,175,633.419976234436,429.93150424957275,45,31,0.6787463616247705
0.0,6,180,633.6938714981079,430.1320753097534,45,31,0.6787695047340173
0.0,6,185,633.8747129440308,430.235125541687,45,31,0.6787384269415947
0.0,6,190,633.7811632156372,430.1680955886841,45,31,0.6787328506358958
0.0,6,195,633.8756237030029,430.2455472946167,45,31,0.6787538930448033
0.0,6,200,634.0215930938721,430.337797164917,45,31,0.6787431246071162
0.0,6,205,633.7306699752808,430.09393787384033,45,31,0.6786699117633297
0.0,6,210,633.2622690200806,429.8408031463623,45,31,0.6787721678278791
0.0,6,215,633.6336851119995,430.0891466140747,45,31,0.678766228373816
0.0,6,220,633.4652109146118,429.9473295211792,45,31,0.6787228755631435
0.0,6,225,631.0525150299072,428.401403427124,45,31,0.6788680707608309
0.0,6,230,628.6139707565308,426.5233488082886,45,31,0.6785139507716814
0.0,6,235,626.0072393417358,424.77230739593506,45,31,0.6785421648519502
0.0,6,240,624.3434238433838,423.98478603363037,45,31,0.6790890555451514
0.0,6,245,616.5598154067993,418.3581590652466,45,31,0.678536207860413
0.0,6,250,617.519474029541,418.8433494567871,45,31,0.6782674345857953
0.0,7,5,363.31938314437866,261.15547609329224,45,33,0.7188041382023141
0.0,7,10,426.25500106811523,303.8985939025879,45,33,0.7129502132316904
0.0,7,15,490.2653694152832,348.32513904571533,45,33,0.7104828543389591
0.0,7,20,519.8776226043701,368.95379161834717,45,33,0.7096935424341633
0.0,7,25,531.6314477920532,376.9104051589966,45,33,0.708969355978399
0.0,7,30,540.4514865875244,382.9133110046387,45,33,0.70850635164758
0.0,7,35,548.6986703872681,388.794695854187,45,33,0.7085759759173053
0.0,7,40,555.1705150604248,393.46220779418945,45,33,0.7087231708466439
0.0,7,45,559.6982660293579,396.82694816589355,45,33,0.709001567900298
0.0,7,50,566.2615070343018,401.45719146728516,45,33,0.708960765441833
0.0,7,55,570.0243844985962,404.19664669036865,45,33,0.7090865894200414
0.0,7,60,572.4789228439331,405.94786834716797,45,33,0.7091053524390366
0.0,7,65,575.3744058609009,407.91246604919434,45,33,0.7089513574015458
0.0,7,70,578.0382852554321,409.76572036743164,45,33,0.7088902773738552
0.0,7,75,579.9569158554077,411.02112674713135,45,33,0.7087097601739861
0.0,7,80,580.5935487747192,411.56642055511475,45,33,0.7088718457579852
0.0,7,85,582.2973461151123,412.762975692749,45,33,0.7088525792648052
0.0,7,90,582.8691120147705,412.97470569610596,45,33,0.7085204845880391
0.0,7,95,584.1030225753784,413.8702058792114,45,33,0.7085568639148769
0.0,7,100,584.7488431930542,414.26361179351807,45,33,0.7084470822232113
0.0,7,105,585.7732315063477,414.89782428741455,45,33,0.7082908572323825
0.0,7,110,586.0901975631714,415.09637928009033,45,33,0.7082465821915555
0.0,7,115,586.7139720916748,415.54639625549316,45,33,0.7082606108288875
